sentence,hate,category
অারে বোল্ড কর বোল্ড,0,sports
এরকম নায়ক শাবনূর মানানসই,0,entertainment
খানকির বাচ্চার জন্মগত প্রবলেম,1,entertainment
সারা পৃথিবীর ভিতরে নোয়াখালী মাদারচোদ নাম্বার ওয়ান,1,politics
শালার কুওালীগরে ভাই কুওা লীগ বিখাউজ,1,politics
দুঃখজনক ব্যাপার ঢাকা প্লাটন শেষ মাশরাফি মুর্তজা আপনাকে ভালোবাসি,0,sports
চানালহল খানকিমাগির,1,"Meme, TikTok and others"
বলবো ভিডিওটা চোখের পানি রাখতে পারিনা জানোয়ারের বিচার অতি শীঘ্রই উপরওয়ালা,1,"Meme, TikTok and others"
মুশফিক হাফ সেঞ্চুরি আঙ্গুল ফ্লিল্ডার গনা কয়েকবার ভাবছি রোহিত শর্মার কখনো ব্যাটিং ফেলে ,0,sports
মিয়া আবালচোদা কও,1,celebrity
পাপন খানকির পোলা পদত্যাগ চাই,1,sports
অপূর্বঅসাধারন সামাজিক পরিবার দেখার সুন্দর ছবি,0,entertainment
এসব মাগির পোলারা দানদা বাজ চোদানির পোলারা গামজডি মাগির পোলারে মারার চিল বেস্যা মাগির পোলারা চেলেটারে দরছে ছেলেটার সত্যতা খানকিরপোলারা আজাইরগা মদ খোর পোলারা ছেলেটারে হয়রানি করতেছে,1,sports
 জন্যজস্কক্সমিচকেও,0,sports
হালার সোনা কাইটা দেয়া নটির পুলায় ঘটনাও অস্বীকার করতেছে,1,crime
মানুস বাবাকে মারতেও পশুর চেয়েও খারাপ,1,"Meme, TikTok and others"
হিন্দুর বাচ্চা,1,politics
সাকিবের অভাবে সারা জীবন ভুগবে বাংলাদেশ,0,sports
খানকী মাগীর চ্যানেল বলেনি মুসলিমদের নাগরিকত্ব দেবে দেশীয় নাগরিকত্ব দেবে বহিরাগত লাথি মেরে তাড়ানো ভুল বাল বন্দ করো কেলানই খাবি চ্যানেল রিপোর্ট করলাম,1,"Meme, TikTok and others"
অসম্ভব প্রিয় মুভি,0,entertainment
মালাউনদের টার্গেট ইসলামের বদনাম,1,entertainment
নাস্তিক টা একসাথে আল্লাহ বিচার হজুরকে প্রশ্ন করতেসিস হজুর আসবে আল্লাহর পক্ষথেকে,0,religion
যমানার ফেরাউন দেওয়ানবাগী,0,religion
মাগিরে লেংটা কইরা চুদছে জিত,1,entertainment
মাগী জান বাব,1,religion
বুবলি খানকি,1,"Meme, TikTok and others"
দুজনেই অপরাধী মেয়েটা আগ্রহী মেয়েটা ইচ্ছা চাইছিল ভাইরাল,0,crime
আসলে খারাপ স্বভাবের মানুষকে ভাল সুযোগ সৃষ্টি দেই বাস্তব সত্য শত চেষ্টার সমাজ ব্যবস্থা পিছিয়ে দেই কলুষিত চরিত্র আসেন সবাই একসাথে পরিবর্তনের স্লোগান তুলি ,0,entertainment
মাগিটাকেও ফাসি,1,crime
মদ খাইয়া তর মাকে চুদবো,1,"Meme, TikTok and others"
রাসেল মুসলিম রাসেল ইনশাআল্লাহ বলছে এতেই খুশি বিপিএল খেলে যতখানি খুশি হয়েছি খুশি হলাম ইনশাআল্লাহ বলাতে,0,sports
হালার নুনু কেটা ফেলা হউক,1,crime
জামাই এখনো তোকে ছারে নায়,0,crime
বাল বুঝ ক কলা বানাও রা বেন মারা,1,sports
আশে পাশে মানুষগুলো পশুর খারাপ সবাই দেখলো ,0,crime
কুলাংগার জারক ভন্ড শয়তান মাজার পুজারি তাহেরি জুতা মারি,1,religion
স্বচোক্ষে মারা,0,religion
ছাগল হালচাজ তেমনে মারুফ ছবির অবিনয়,0,entertainment
আলহামদুলিল্লাহ খুনিদের এভাবে বিচার,0,crime
মারে চুদি,1,entertainment
বাস্টার্ড কুলাংগার বেশ্যার পুত জনমো কুকুরের বির্য,1,religion
মাদারের বাচ্চা গাজা খায়ছ,0,sports
মিনিট,0,crime
হোলের খেলা দেখবো বাংলাদেশ ক্রিকেটের মাইরে চুদি পাপনের মাইরে চুদি,1,sports
মজা তুমিও পাইছো আমিও পাইছি লজ্জা থাকার জোর খুলতে খুলে দিলাম,0,crime
খানকির বাচ্চা হইবো মাথা ঘুরায় ডিসির কনডম ফুটা ছিলো,1,crime
সাব্বিরের উৎজাপন করতেই আলোচনা ভুজলাম,0,sports
নিশ্চয়ই বিএনপি জামাতের বড় হাত তাড়াতাড়ি খতিয়ে দরকার প্রশাসক কার্যালয়ে আকাম কুকাম দেশ উন্নত দেখাবি সাংবাদিক মিডিয়া আস্তা খানকিরপুত কারণে দশা আকাম কুকাম তদন্ত শিয়ালের মুরগী,1,crime
লেখে পারছি না্ মাইয়ার মারে চোদি তাইরে চোদি খানকি মাগি জরিত তাইর হাটাি বুঝা যাই,1,crime
হুজুরের আযান পাগলপাড়া সুবহানআল্লাহ মধুমাখা কন্ঠ আল্লাহ উনাকে এইভাবে মাঝে কুরআন বানী পৌছে দেয়ার তৌফিক দান করুন,0,religion
তর মতন মেয়ে কারনে সকল মেয়ে খারাপ মাগি,1,"Meme, TikTok and others"
জানে কোরান জানে হাদিস এরে দিয়া মাহফিল এয়া আল্লাহ রহমত করুণ,0,religion
শালা ত পেন্ট মুতার বয়স অরে মিম্বর বসাইছে কুন মাদারচুদ,1,religion
খাংকি অন্যর ফেমেলি দেকতে চাস,1,"Meme, TikTok and others"
গালাগালি বাল ফালানি,0,sports
কই খালেদা জিয়া কই কাউয়া কাদের,1,politics
হতুপজডরসআএপনটীচজেিগএতসীুম,0,sports
পাপন অাগেই বলেছিল কারা ফিক্সিং দ্রুত পারবেন হলও হা হা হা,0,sports
আসলে সত্য মিডিয়া ই জাতিকে নাংটা টেনে হিছরে মাটিতে নামাতে নাটক প্রজন্ম শিখবে শিখার সংসার ছেরে আগের প্রেমিক প্রেমিকার পৌছানো,0,entertainment
দুর্জয় দুর্বারতোমায় রুখবে সাধ্য কার,0,sports
দরাখাওয়ার বাইন্চদে এমনই আসছি,1,crime
তর বগবানের ধনটা কাইট্টে তর মার সোনাদে ডুকাইয়া দিমু,1,sports
তুইতো বাইচোদ,1,sports
সিদ্দিকি হুজুরকে ভন্ড বলার সাহস তোকে দিছে সালা কুলাংগার,1,religion
ছাত্রলীগের গোসটি চুদি মাসটারের বেটিকে চুদি,1,politics
নাস্তিক আম্লীগের পুটকি চাটা বুদ্ধিজীবীকে বিচিতে চাপ মেরে ফেলা উচিৎ,1,celebrity
খানকির পোলা তোরে রাস্তায় পেলে লেংটা তোরেই চুদমুবাইনচোদ,1,"Meme, TikTok and others"
জানুয়ারের বাচ্চার ফাঁসি,1,"Meme, TikTok and others"
দিনে বুঝতে পারলাম দেশে অপরাধী গান জনপ্রিয় মেয়ের দুইটা মরছে মাইয়া নির্দোষ ঘটনা শেষে বেঁচে,0,crime
ভাই রে ভাই একটু তাড়াতাড়ি পর্ব গুলো,0,entertainment
মিন্নি চরিত্রহীন নষ্টা মেয়ে,1,crime
ঘুম উঠলাম গালি মুড তাহেরি নাফরমান গালি দিতাম জানোয়ারের বাচ্চা কুত্তার বাচ্চা তিন বাইঞ্চোদ মাদারচোদ খানকির পোলা,1,religion
মাগির পুত বউরে চুদি চুদার খবর দিস,1,sports
প্রতিদিন টা শো হতো ছবির শো হয়েছিলো সকাল টার শো গোবিন্দগঞ্জ তিথী সিনেমা,0,entertainment
নেকেভ,0,entertainment
লুইচচা বদমাইশ গুলারে দিয়া উন্নয়ন কুত্তার সমাজ নষ্ট হয়া জাইবে বদমাশের বাচ্চা বদমাইশ,1,crime
জাজগুলো মাগিবাজ মাগি,1,entertainment
তোমরা জারা অডিশনে গেছো ভেবে গিয়েছিলে ভালো ব্যাবহারের আসায়,0,entertainment
ক্ষমা ক্ষমা শালার ক্ষমা,1,"Meme, TikTok and others"
লজজা কিচু,0,crime
বালপাক বুজচ,1,religion
সেলুট ভাই আপনাকে,0,entertainment
শালা বাল পাকনা,1,religion
নাস্তিক মুসলিমই হেফাজত কওমি জামাতিদের ইসলাম ধর্মের অপব্যবহার শাপলা চত্ত্বরে কোরআন পোড়ানো প্রশ্ন নামধারী ভন্ড মৌলভী মূর্খের পরিচয়,0,religion
দুর বাল,1,crime
খালেদা অস্তির কইছে তিনটা উলাইছো হাহাহাহাহা,0,entertainment
গুলা সবাই মিলে ক্যাসিনো,0,sports
পশাসন কুত্তালীগের পা চাটা কুত্তা,1,politics
চোদানি,1,"Meme, TikTok and others"
হাই হাই দেখুন মাদ্রাসার ছাত্ররা উস্তাদের মানার পরিক্ষার করলোটা শেয়ার চ্যানেলটি সাবস্ক্রাইব সাথেই থাকুন,0,entertainment
অস্থির হইছে ভাই কুত্তার বাচ্চারা যেভাবে পোলা গুলারে অপমান থাকলে ওগো জুতা দা বাড়িতে জায়গায় দাড়ায়,1,entertainment
পুরাই দেখি জলসা,0,entertainment
ফকিন্নি হঠাৎ ধনী,0,sports
কয়দিন দেখবে কনো খবর,0,crime
ধরনের সন্তান মেরে ফেলা,1,"Meme, TikTok and others"
কবির সামিরা কুকুরের পায়খানা,1,religion
বোর্ড পরিচালকদের বিরুদ্ধে তদন্ত প্রয়োজন,0,sports
ছাএ লিগ সন্ত্রাসী জয় বাংলা,1,politics
শালারা মদ খা,1,entertainment
হালায় ভনড,1,religion
বোকাচুদা রা,1,entertainment
নাটকের পরিচালক পাগল কই আসে লোক ফালতু,1,entertainment
মিন্নীর ফাসি চাই,0,crime
আফসোস লাগে মা বোনদের কর্ম ফল,0,crime
সবাই হারে চুদে খাল বানাচ্ছে চিন্তা করছি তোমরা চুদে খাল বানাবা খালে মাছ চাষ করবো বল বন্দুরা খারাপ বলেছি,1,entertainment
অাফগানিস্থানের পানি খায় অাবার ম শ্রেণীর ক্রিকেটে লাখ টাকা ম্যাচ ফি,0,sports
আরে আবালের দল,1,religion
ভাই ভিডিও টা এতো বড় আসল জিনিস টা দিলেই পারতেন আঁসল অপরাধীদের ফাঁসি চাই,0,crime
টাকা টাকা ক্রিকেটার রা পাগল,0,sports
রিপোর্টারের গার্লফ্রেন্ড ভাগছে ফ্যানরা ছবি তুলতেই ভাই,0,sports
খারাপ ঘটনা ঘটেছে,0,crime
মাগীর ভোদাটার ডিম ডিমটা সেদ্ধ না!বেষ্যা মাগী মিডিয়ার বাপের দোষ দোষ নিজ ইচ্ছাই ভোদাটা খুলে দিসছ ,1,crime
সুন্দর পোশাক পরিধান করলো মেহেজাবিন,0,entertainment
ছাএ রা বলেছে রাজাকার আয়মী লীগ রাজাকার বলেছে নটির ভাচচা,1,celebrity
ভিডিও তে বুঝা স্ত্রী সম্পর্নু দায়ী যরিত সুন্দর হাঁতে গেলো বলেনি কুপিয়ে রক্তাক্ত ছেলেগুলো ধাক্কাধাক্কি করলেও,0,crime
পাপন শয়তান,1,sports
প্রধানমন্ত্রী বলার অভিযান স্বরাষ্টমন্ত্রী ক্রীড়া মন্ত্রী ঘুমিয়েছিলেন মন্টু পেতেন,0,crime
শালীর ফাসি চাই,1,crime
ডিসি সরকারী বড় চাকরী করতেই অপরাধ,0,crime
রিয়াজ ভাইরে ছবি মুভিটা দিবেন ভাই আপনাদের অনুরোধ রইলো,0,entertainment
ফালতু,0,entertainment
পুলা ত সুনা খা তাহেরি,1,religion
অপু ভূয়াবেয়াদ ফালতু মহিলা অচল পয়সা খানকী মাগী,1,"Meme, TikTok and others"
হে আল্লাহ জালিমদের হাত হেফাজত কর আমিন,0,entertainment
কনো চলবে তদন্ত চলবে ফাঁসি চাই ফাঁসি,0,crime
সাবাস,0,sports
সবাই মুশফিকের চৌদ্দগুস্টি উদ্ধার আপনারা,0,sports
পাপনের পদত্যাগ চাই দূর্নীতিবাজ হালা,1,sports
হেকারদের কাই কারবার মানতে হাসি তামাস্যা ছারা আরকি,0,crime
কারনে কান্না কান্না পাচ্ছে বাংলাদেশ খেলা আইপিএল সিপিএল লীগ যাই সাকিব লাগবেই দেখেন ফরমেটে বেস্ট অল রাউন্ডার অকে বাংলাদেশ ক্রিকেট নিচে,0,sports
 টাকা দিলে চুদা,1,entertainment
আবাল গুলোকে রাস্তার দাঁড়িয়ে জুতা পিটানো,1,entertainment
দুজনকেই আইনের আলতায় আনা দরকার,0,crime
তরে ঘোড়া চোদানো দরকার,1,sports
জামাত শিবিরের চক্রান্ত হ্যাকার লাগিয়েছে একটু বলবে ঠিকমতো রোমাঞ্চও পারিনা বানীতে জনৈক নেতা,0,crime
ছাগল পাও লাপা লাপি নিরিহ,1,sports
থাকতে কল ধান্দা বাজদের কথাই জীবন আন্ধা হবার কল,0,sports
টাইটেলটা অনুরোধ রইল প্রথমে কনফিউজড গিয়েছিলাম,0,sports
ভালো খেললেও ভরে শালার পুতে রা মাটিতে কেও দারাতে বস মেরে দিল সমালচোনা করস ,0,sports
রাগের মায়রে চুদি পাপন খানকির পোলা হাতে হারিকেল দরাইয়া মায়রে চুদমু খানকির পোলা,1,sports
আবালের হাম্বা ডাক শুনবে পড়বেও কাজের কথাও খাচ্চর লুচ্চাফর,1,celebrity
ইভানা আপুর ওয়েট কমানো যেইভাবে মোটা,0,entertainment
আজকের হুজুররা বান্দোরের রুটি ভাগ,0,religion
পাপনকে পাগলা কুত্তা খাওয়া প্রয়োজন ক্লাবগুলোকে কেসিনো বানানোর মূল হোতা পাপন আগের এরেস্ট প্রয়োজন,1,sports
কুত্তার বাচ্ছাদেরকে লিঙ্গ কেটে ডিজিটেল বাংলার ডিজিটেল সম্ম্াননা,1,crime
টাকা পাইয়া মেয়েটা খারাপ হয়েগেকে লিক ছে দুধ ধন থাড়াইগে,1,entertainment
চোর চোরের তদন্ত হয়না প্রতেকটি ঘটনা ঘটায় লোক দিয়েই তদন্ত কমিটি ঘটন নাগরিকরা সত্য জানবে বুঝবে দুর্নীতি জিনা গুম খুন বেবিচার দেশ জঘন্যতম স্হানে পৌঁছেছে আজকে টাকা ক্ষমতা তাঁরাই জনগণ কচু,0,crime
খানকির পোলা নামাজ বলবি,1,"Meme, TikTok and others"
পাপান শেশ মাদার চোদ,1,sports
ভাই বালো,0,crime
সালারা নিজেও বুজে গাজা খুর সালা,1,religion
বেয়াদব টা চেয়ারে গুরুজন নিচে কিভাবে ফাজিল ধরনের শিশু বক্তা আনে মূর্খ একটাও সালার বাংলাদেশ,0,religion
ইসলামের আইন মোতাবেক শাস্তি একমাত্র মৃত্যুদন্ড,0,crime
দিনের রিমান্ডে দে,0,crime
প্লিজ সানাই প্রবাসে পাঠিয়ে দুধের অভাব,0,entertainment
এরোকম আরো হট চাই,0,entertainment
ভাই হালারা পাগল ছাগল ,1,religion
জুতা মার শালা‌রে,1,crime
ফিক্সিং হইছে,0,sports
ইতর সরাও ক্রিকেট বাচাও,0,sports
কমেন্ট৷ ডিসির চুখে পরবে ছি ছি ছি লজ্জা লাগে উনাদের ভদ্র লুকেরা কিভাবে বউ বাচ্চার মুখ দেখায়,0,crime
আামার ধন ওবায়েূুল কাদের পাঠা,1,politics
হালার পুতের পুটকির ভিতরে মিসাইল উড়িয়ে,1,crime
হিজড়া জায়েদ,1,politics
আওয়ামী লীগ ক্ষমতায় থাকাকালে সবকিছু খানকির যতদিন বিদায় নামিবে ততদিনে দেশটারে ধ্বংস ফেলবে,1,sports
ক্রিকেট খেলা বাই বাই ভালো থেকো সাকিব৷ খেলা,0,sports
হে হে হে বেটা অপরাদীদে প্রশ্রয় দিতিরা হা সালা বাংলাদেশের কুটি অপরাদী রিপটার সালা বলতেছোস মিন্নী কেনো দেস হা ,1,crime
মাদ্রাচোত মিত্যা কম বল তর বাপ ভালো কুলাংগার সন্তান,1,sports
হিন্দু সালি পাগলি,1,politics
মাগি চুপ বালে খবর বন্ধ কর কাসমিরে ভারতের লাাখ সেনা আসবে জনগি,1,"Meme, TikTok and others"
নাম ধোনচোদায় রাখছে পুটকি চাট গরীব বাইঞ্চোদ,1,"Meme, TikTok and others"
চাই জডানে,0,sports
হাতে জোর ছোট বেলায় তোকে জন্ম দিয়েই ভুল বাবা মা জানোয়ারের কর্মকাণ্ড দেখলে জন্ম দিয়াই ভুল ছেলে হাত কাটা,1,"Meme, TikTok and others"
মেয়েরা চাকরী মেয়েরা নিরাপদ ,0,crime
এরখম জঘন্যতম অপরাধ দেশকে খারাপ খারাপের বয়সে এরখম খারাপ কীভাবে এইসব পতিতা মহিলা পুরুষ সামাজিক পরিবেশ ধ্বংস দিচ্ছে বিরুদ্ধে ইসলামিক আইনের আওতায় আনা,0,crime
বাচার ব্যবস্থা স্যার পুলিশের কনস্টেবল চাকরি টাকা কাবিন নামা দুইজনকে একসাথে বেতের বারি বিয়ের দিলে বাছার ব্যবস্থা স্বামী মরে গরিব বেকার ছেলেকে বিয়ে পারতি,0,crime
মেয়ে এতগুলি সন্রাসীদের,0,crime
চুদার খেলেন ডিসি চুদা আফসোস,1,crime
আহারে দুঃখে চুদনা গেলাম তদন্ত,1,crime
গুদ মারোনো দের কোপানো দরকার,1,"Meme, TikTok and others"
এগিয়ে যাও,0,sports
শুয়োরের বাচ্চারা চেহারা দেখছে মাগি র নাটক দেখি খানে বসতে পারছে জাজ,1,entertainment
খানগির পোলা খাইতেছোস কোক কস মদ হোগাই লাথি দিবো চুরির ভাই,1,"Meme, TikTok and others"
কুত্তার জন্ম আওয়ামীলীগ,1,politics
পাপনের মেয়ে চুদি বড় মাদাদিচোদ,1,sports
 শালায় গাঞ্জা খইয়া লইছিলো,1,religion
সালা লুচ্ছামি দেখেন সাহেব বাবুর বলবো ভাষ,0,crime
শালাকে ধন কাটেন শাসতি বলব,1,crime
সাকিবের পাপনের হাত চাইলে শাস্তি কমাতে পারতো,0,sports
আফগানিস্তানের বাংলাদেশের হার এইটা মেনে ছি,0,sports
মাশাআললাহ হুজুর টেলেনট আল্লাহ সবাইকে হেদায়েত দান,0,religion
রাজশাহী কাপ নিবে,0,sports
তুকে বলার ভাষা দেখলে সয়তান ভয়পাবে,0,religion
উল্টো মাথা পানিতে ডুবিয়ে পেটানো উচিৎ,1,"Meme, TikTok and others"
লজ্জা কুত্তা লীগ,1,politics
শেষ দৃর্শ্য চোখে জ্বল,0,entertainment
বর্তমান ছাত্রলীগ রা কুক্তার গেয়ে,1,politics
বাল হয়বো বালের দেশে লজ্জাবোধ বাংলাদেশের নাগরিক পরিচয় দেশে ধর্ষনের সাজা হয়না দেশে নিজ ইচ্ছে রোমান্স কিসের সাজা,0,crime
সায়লা এমপি পতিতা আনাগুনা ভেরে যেত,1,entertainment
ভিডিও ধারণকারীর বিচার চাইলেন সাধনা স্যার ক্ষতি স্যার একটু আদর,0,crime
বালের ছবিভালো,0,entertainment
শেখ হাসিনার উন্নায়ন চালিয়ে,0,crime
হ্যাপির বলার ঘামতেছিলেন কেনো রুবেল ,0,sports
তাসকিন ভাই সেরোকম বিডিও মাইরটা যোস,0,sports
জানোয়ার হাত কেটে,1,"Meme, TikTok and others"
জিবনের সেরামুভি,0,entertainment
আবালের মাইরে বাপ কেমন জাজড রে ভাই,1,entertainment
বাঙগালিদের ব্রেন ওয়াস খুবি সহজ পাপন ভাই পক্ষেআজকে হাতুরু সিংহ ক্রিকেটেরউন্নতি আমারা অপমান করেছি পাপন ভাই সাথেও একি করছিহায় রে মুর্খ বাঙগালি উপকার তাদেরই অপকার,0,sports
মাদার চোদ পাপন বাদ,1,sports
বাংলাদেশের খেলা,0,sports
 চিহ্নটা বাক্যটি তে অবশ্যই কোথায় প্রশ্ন আশা বুজতে পারবেন,0,religion
জখন নসুরাত,0,crime
মিন্নি শেষে ছেলেগুলোর বলছিল সন্দেহ মেয়েকে,0,crime
পূর্ণিমা বয়স মালটা সেক্সি নাম্বার ওয়ান পূর্নিমার হট গান দেখলে মাথা পূর্ণিমাকে পাইতাম সারা জীবন লাগাইতাম,1,"Meme, TikTok and others"
ভেড়ায় ক্ষেত খায়,0,crime
ভিডিওর লিংক কই,0,crime
শালা লুচ্চা হ্যাকার মেকার নারীর লুচ্চামি,1,crime
পাপন হটাত ট্রিকেট বাঁচাও,0,sports
ছাগল ইজ ব্যাক,1,celebrity
আমির হামজা ধন্যাবাদ মুফাছির,0,religion
শুনছি দশকের মূর্খ দেখি উল্টোটা চাইতে মূর্খ লোক গুলো,0,religion
মাদার চোদ বাংলার কুলাঙ্গার,1,celebrity
ভন্ডরা ইসলামের নাম খারাপ করতেছে,0,religion
বরর্তমানে নায়ক গুলো হালারপো,1,entertainment
সালা জারজ,1,sports
মেয়ে গুলো ছেলের জিবন নিল মিন্নির ফাসি চাই,0,crime
তর মায়রে বাব কুততা কোথায় আশরাফুল মারাগেছে,1,sports
সেখ হাছিনা জাতির নাটক সুরু,0,crime
কুত্তারে পাবলিক ফাসি হক,1,"Meme, TikTok and others"
নাস্তিক নাস্তিক নাস্তিক নাস্তিক ইসলামের শত্রু,0,religion
সাকিব বাই ছারা শক্তি তাকবে সাকিব সাহসিনী,0,sports
মিন্নিকে আইনের আওতায় আনাহোক,0,crime
অসম্ভব খানকি,1,entertainment
চমৎকার গান,0,entertainment
ব্যাটা ভন্ড,0,religion
মির সাব্বির নাটক ভালো লাগে আরো ভালো নাটক উপহার দিক ,0,entertainment
জনই পতিতা জনমের,1,entertainment
কুত্তা লীগ কালিন দেশে সঠিক বিচার,1,crime
হাছিনার কুওারা ছাএলিগ,1,politics
টাকা কামানোর সহজ কৌশল মিথ্যা ভিডিও প্রচার,0,religion
সবাই রিপোর্ট মারো মিডিয়া,0,religion
অপূর্ব মম ভালো জুটি ভালো লাগে অপূর্ব র অভিনয়ে মুগ্দ,0,entertainment
খানকি জোর ভয় দেখিয়ে সাইন নিছে আনন্দ করতেছে কেমন,1,crime
জাফর ইকবাল মাদারচোদ,1,celebrity
জয় কুত্তালীগের,1,crime
নাম জীবন,0,entertainment
সঠিক ধরার ধন্যবাদ,0,crime
জামালপুর পতিতা এরকম হয়ছে,1,crime
মায়রে পাপ এসব থামলাইন করিস কুত্তার বাচ্চা,1,sports
দুর্জন বিদ্বান পরিত্যাজ্য,0,crime
বিডিও বুসতে পারলামএই নারী সু পরিকল্পিত টাকা কামানোর আসাই এইডিসি ভালভাবে ব্যাবহার পোসাক খুলছেন পমানিত নারী অপরাধী,0,crime
স্যারে খতি কারেনায় জাতি দেখেছে ইজ্জত বিঞি খাওয়া নারীদের বেঁচে একসমান চরিত্র হিন মহিলা জাতি ভালো বুজে গিয়াছে,0,crime
বাংগালি খারাপ পাছাই বাশ পারলেই বাচে,1,sports
বড় খানিক পারবি,0,entertainment
দায়ি সমাজ সরকার বাবা মা বিয়ে দিলে করতো হতো,0,sports
আল্লাহ তাদেরকে হেদায়েত দান কর হেদায়েত থাকলে ধবংস দাও আমিন,0,religion
ফাহমি ভাইকে হচ্ছিল পুরাতন নাটকে স্বভাব সূলভ অভিনয়,0,entertainment
বুড়া শয়তানের কতটা লোক মারা,1,crime
চম্পা ওয়ান এন্ড ওনলি,0,entertainment
মিনিট চোদে শাল্লা হিজড়া,1,crime
সালায় ভালো খেলেনি খেলবে অরে নিয়া ইমরুল কায়েস নেয়া উচিৎ,1,sports
একটাই আবাল পাপন রে ক্রিকেট সরাতে হবেকারন খবর কোথায় শুনেছে বের করলেই,0,sports
নোটিফিকেশন পাওয়ার কারা ভিডিও দেখো ,0,sports
এরাই জঙ্গি,1,religion
পরিক্ষায় পাঠাও,0,crime
কুলাঙ্গারের বাচ্চা হাফিজুর রহমান হুজুর খোদা দাবি মিথ্যা লেখলি বেইশ্যার মাগির পোলা তরে পাইলে বুঝাই দিতাম জায়গা আঘাত দিলি,1,religion
সাকিব আল হাসান হতাশা ভয়ে চক্রান্ত,0,sports
সুন্দর,0,crime
ডাঃ মাফুজ গানের সাতে ওনি নাচলে বালহেত,0,entertainment
গবেট ক্যাপশন বাজ,0,sports
জানোয়ারের পরিছয়ে তাসকিন,1,sports
শাবনূরের ছবি সত্যিই অসাধারণ,0,entertainment
লোকটার গায়ের চামড়া ছিলে লবন লাগিয়ে কড়া রোদে দাড়িয়ে রাখতে কোনদিন পিতা মাতার গায়ে হাত তোলে,1,"Meme, TikTok and others"
ডিসিচোদাঠিকআছে,1,crime
রেট কতো,1,"Meme, TikTok and others"
চোরের বাচ্চা চোর,1,politics
অফিসে সুন্দর সেক্সিদের চাকরি চুদতে পারা,1,crime
অর সোনা কেটে নেয়া হউক,1,crime
মাগির অ্যাক্রেদিটেশন ইঞ্চি বানাইতাম,1,"Meme, TikTok and others"
ডি সি ফিট লিষ্টে ডিসি মন্ত্রনালয় বেজম্মা কুকুর গুলো খবর খোদ হায়েনা হাসিনা জিজ্ঞেস করলেই হায়েনা প্রধানমন্ত্রীর ফিট লিষ্টে দুবার পোন্দানমন্তী কিভাবে প্রশ্নের মন্ত্রনালয় গুলো আত্ন জিজ্ঞাসা,1,crime
জারজ সন্তানের জন্ম খানকির মাগি,1,politics
সম্পুর্ন তাওহিদবাদীদের,0,religion
গাছে কাঁঠাল গোঁফে তেল বাচ্চারা জানোয়ার,1,sports
মালাউন মিথ্যাচারি মাগী মিডিয়ার মিথ্যা হিসাব,1,politics
রিফাত কলার দুইজন বউ পিছনে সাভাবিক হেটে বাসায় ফোন কাওকে আসতে পারতো কারন,0,crime
হিন্দু মহিলা বেয়াদব কোথাকার ফালতু জুতা দিয়া পিটানোর দরকার,1,politics
দারুন গল্প,0,entertainment
ভাল বাপের খারাপ পোলা ,0,entertainment
স্যারের দোষ স্যারতো সোনা পাঠাই দিছে মাগী তুদের বেইশ্যা মাগীর কারণে এসব সুযোগ পাই,1,crime
কুকুরের বাচ্চাকে পিটিযে মেরে ফেল সবাই,1,"Meme, TikTok and others"
তোরে চুদব টাকা চাস,1,crime
ছাগলের তিন লাম্বার বাচ্চাদের বিচারক বানিয়ে,1,entertainment
ষার মানে বুঝস মদ খা মোরক্ষ চোদারা মদ খাবি হবি শুঁটকি খাবি হড় হড় বমি করবি মোরক্ষ ছোদারা,1,celebrity
ইসলাম শান্তির ধর্ম বিশৃঙ্খলা সৃষ্টি মাইরের ওষুধ,0,religion
গায়ে আগুন দেয়া,1,crime
বিচারক গুলোরে মায়েরে চুদি দেখি কয় ওগো মায়েরে চুদি খানকি মাখির পোলারা,1,entertainment
বাংলাদেশে প্রবাসীর বউ পরকীয়া খারাফ কারন মুখোশ দারী দোষ পতিতার প্রবাসীর বউরা বড় পতিতা পেটের দায়ে পতিতা দোষ,1,entertainment
সবাই ফাঁসি ফাঁসি চিল্লাচ্ছে ফাঁসি মার হুগা বের যেভাবে মারসে সেভাবে কোপ মার চুদান্না পোলাগুলারে,1,crime
পাগোলের বচ্চাডারে হাতের পেলে ন্যরা কোরে আলকাতরা লাগিয়ে দিতাম মুখে গন্ধো আছেই চুলেও পোকা মাকর বাসা বেদেছে এইটা কিভাবে যাজ ম্যান মুখে দুর গন্ধের আ্যডেই মানায় ব্যদোবকে,0,entertainment
সাকিবের জেলায় জেলায় আন্দোলন চলবে,0,sports
নায়িকারা চুদা খাইয়া জনপ্রিয়,1,politics
দেওয়ান বাগি দেওয়ান মাগি বল্লে মানায়,1,religion
যৌক্তিক আন্দোলনকে ভিন্ন খাতে বিফল সারাজীবন ছাত্রদের চুদির্ভাই হিসেবেই ওয়াক থু,1,celebrity
মাহমুদউল্লাহ ভাইয়ের বাউন্ডারি হাঁকান গুলা হইছে,0,sports
ওরেতো পতিতা লয়ের পতিতা বল্লেও ভুল বিশ্ব বেইশ্যা,1,entertainment
এডিটিং এসব নো বল হাইলাইটস দেখান মিনিট,0,sports
ঘটনা রিফাত স্ত্রী মিন্নির পরিকল্পিত,0,crime
ভন্ড মাদারচোদ নিচে দেখ তরে পুটকি মারতেছে জনগনে তর লজ্জা থাকলে মাইকের বসবেনা,1,religion
মুসলমান দের পির মহানবী,0,religion
