sentence,hate,category
সব নিউজ পরটাল গুলা সাওয়ার বেটা,0,religion
বিয়াদব 👎😡,0,religion
পাপন কাকা ঠিক কথা বলেছেন✌✌✌✌,0,sports
সব গুলাই জাত শুয়ারের বাচ্চা ভন্ড,1,religion
জাজদের কে কে ঘন্টা হিসেবে কানে গলায় থাপরাতে চান লাইক দিয়ে বুঝান,0,entertainment
আল্লাহর গজব যে কত প্রকার ও কি কি এইটা মনে হয়ে এই খানকি মাগী জানে না হেইর ব্রেস্টের উপর আল্লাহর গজব খুব তারাতারি পরবে ইনশাআল্লাহ আপনারা দেখে নিয়েন। এমন পচনের সৃষ্টি হবে হেইর ব্রেস্টে যা কিনা হেই নিচতলা চিরদিনের জন্য ভাড়া দিয়া বা ঘন্টা চুদায়াও যে টাকা পাবে এই টাকা দিয়ে এই পঁচনের ঔষধ কেনা শেষ হবে না।। উপরে এক আল্লাহ্ আছে আল্লাহ্ ও আল্লাহ্ এই খানকির উপর তুমি গজব নাজিল কর যাতে আমি এই গজবের আলামত দেইখা মরতে পারি। সমাজকে আল্লাহ্ তুমি রক্ষা কর এইসব বিষাক্ত সাপ থেকে।,1,entertainment
তামিম ইকবাল নাই তাই জিততে পেরেছে কি বলেন ভাইয়েরা,0,sports
বাংলাদেশ ক্রিকেট দল গতকাল থেকেই শেষ হয়ে গেছে।,0,sports
ওই যন্ত্র তো হনুমানেরও আছে হুম্মম্মম্মম,0,entertainment
উইকেট পেলো টা আর পিকচার এ দিয়া রাখছেন টা।। গাজা খেয়ে থামলিন বানান নাকি।।,0,sports
পাপনের পিছে লাগছে আগুন 🔥🔥🔥এইবার দেখি আপনার ভিডিও টায় পাপনের বিপক্ষে কি পদক্ষেপ নেওয়া হয়। আর সাকিব ভাইয়া আবার ফিরে আসে কিনানাকি ভিডিও পাও করা হচ্ছে।,0,sports
খানকির বাচ্চারা দেশটাকে শেষ করছে,1,"Meme, TikTok and others"
এস ডি সুমন আমি আগেই কইছিলাম মাদারচোদ স্যার মরে নাই ..তুই ত্যু না জেনেই জানাজা পরে নিলি ..,1,celebrity
বাংলাদেশের নাম্বার ওয়ান ইউটিউবার তৌসিফ আফ্রিদি ইন্টারনেট আমাদের জীবনকে অনেক সহজ করে দিয়েছে 🙂 কাতার থেকে আপনাদের ইউটিউব চ্যানেল ফেসবুক পেজ এখন দেশের গণ্ডি পেরিয়ে সারা পৃথিবীতে লক্ষ লক্ষ প্রবাসীদের মাঝে ছড়িয়ে পড়েছে,0,entertainment
জাজেজরাইতো এক একটা জানোয়ার,0,entertainment
আমি বাংলা মাতরাম এর বাদেও বুজেনা অখন কিতা খরতাম?,0,entertainment
সব চেয়ে খারাপ লাগলো অই কালো ছেলেটার কমেন্ট শুনে।এদের কে গালি দিলে ও গালির অপমান হবে।সুওরের বাচ্চা রা।কোন মাষ্টারে তদের শিক্ষা দান করছে।জানতে বড় ইচ্চে হয়।,1,entertainment
অর গান কুন সালাসুনে পালতু লুক,0,religion
খানকি মাগি তাহসান ভাই কে রেখে তুই বুইরাটার কাছে কি দেখছোত বুইরাটা তো তোকে টিপ দিতে ও পারবে না,1,entertainment
মনে হয় কিছুক্ষন আগেই খেলা করে আবার আসছে এখন আর খারায় না,0,crime
"চোরাইকবাল, তোর লেখার মাঝে ই দালালীর গন্ধ। এতো মানুষের ঘৃণা নিয়ে বেচে আছিস কি করে?",1,celebrity
কিছুই হবেনা। ও মাথা উঁচু করেই পদে বহাল থাকবে।,0,crime
কানকির পুলারা ওরা,1,sports
সালাকুত্তা মাদার চোদ জানোয়ার জারো তোর গুষ্ঠি ছাগলের বাচ্চা সরকার আইন কার বাল ফেলে,1,"Meme, TikTok and others"
দালাল চ্যানেল। সিসি টিভির ফুটেজ দেখান,0,crime
এঔ হিজলা অপু তোর মায়রে ঘোরা দিয়া চুদাদিলে তুই ঠিকহবি,1,politics
দিন যাবে দিন আসবে কিন্তু মান্নার মতে এমন নায়েক আর আসবে ও না আর কিনে দিন হবেও না অনেক নায়ক কে অনেকেই পছন্দ করে না কিন্তু মান্না ভাই কে আর সালমান শাহ্ ভাই কে সবই পছন্দ করে এবং সবাই তাদের দুই জন কে ভালোবাসে আর তাদের জন্য সবাই দোয়া করে এই আল্লাহ তাদের কে জান্নাত ধান করে আমিন,0,entertainment
কিয়ামত বেশী দুরে নেই রে ! হারামজাদা রা !😩😩,1,crime
রানা কে জনি সীন মোমো ফারিয়াকে সিফাত কাকার জার্মান শেফার্ড ফামি কে ভাদ্র মাসের দেশি কুত্তা দিয়ে কে কে চুদাতে রাজি 👍👍👍👍👍👍👍 দেন।,1,entertainment
"নাটক এবং টেলিফিল্মের স্যুটিং- এর জন্য খুবই সুন্দর একটি জায়গা।নিজ চোখেই দেখুন <a href=""https://youtu.be/2QFlqKLXPbk"">https://youtu.be/2QFlqKLXPbk</a>",0,entertainment
কি সব বালের বিচারক নিজেই কথা বলতে পারে না ওই আবার বিচারকক,1,entertainment
চলছে গাড়ি যাএা বাড়ী,0,sports
নটি নাম্বার মাগী ও চিটিংবাজ।,1,crime
মাগি কয় কি বিচার চায় আবার বলে স্যারের দোষ নাই।তাহলে বিচারটা করবো কার।,1,crime
ওই হালার সুনাই খান ইট ঝুলায় দেয়া উচিৎ,1,crime
তর আম্মা যখন সংসদ বলছিলে রাজাকার বাচ্চা এই সময় তুই কঁই ছিল মাগির দালাল,1,celebrity
আমি হলে এখানে পদ্যত্যাগ করতাম আর খেলতাম না ক্রিকেট,0,sports
"ওরে সাকিব তোর অপুকে আপন করে নে,,,",0,entertainment
শুয়ারের বাচ্চার মাথা থেকে টুপি খোলে না কেন,1,crime
এই ভন্ডের ফাশি হয় না কেন,0,religion
কুত্তার বাচ্চা ডিসি নামের কুত্তার বাচ্চা এগুলারে সাতরাস্তার মোড়ে ফাঁসি চাই,1,crime
দুরু সালা মুরখের বাচচা। নবীজি তো হাজির নাজির ই তুই বুজিস কনো কিছু।,1,religion
স্যার আপনার ক্ষতি করবে কেন স্যার তো আপনাকে মজা দিয়েছে,0,crime
আওয়ামিলিগের মারে চুদি,1,politics
হায়রে আবুল বাঙ্গালী এক লোকে কি কইছে না কইছে এল কেরে ধইরা এভাবে মারার চেষ্টা করতে পারি বাংলাদেশে যে কত মারামারি হয়েছে সেগুলোর কোন বিচার নাই আজাইরা নেতাগিরি,0,sports
মিন্নি তোমার কি হয় কালাত বোন নাকি মিন্নিত ছিল কারাপ মাগি জামাই রেকে কুনি নয়ন কে মিস্টি কাবায়,1,"Meme, TikTok and others"
তাহাসান আমার বস,0,entertainment
মাশাল্লা হুজুর এর বয়ান টা অনেক ভাল লাগছে সাহসি,0,religion
আমার মনে হয় আপনারা এক দরনের কলংক,0,religion
সালায় গাজা বেশি খাইছে,1,religion
আসসালামুআলাইকুম আমার চ্যানেলটা সাবস্ক্রাইব করার জন্য বিনীত অনুরোধ করছি সবাইকে সম্ভব হলে পরিচিত সবাইকে বলবেন যেন সাবস্ক্রাইব করে । সবাইকে ধন্যবাদ,0,sports
দেওয়া বাগি শালা কাফের। শালা একটা ভনড়ো ভনড়ো।।।।,1,religion
অবশ্যই ভন্ড তাহেরী আবাল,1,religion
"মূর্খচুদারা করেছে অভিনয়,",1,entertainment
লোপা হইল খানকি ওরে পাটা দিয়া গাভিন করা হোক,1,religion
জেদিন তোর পতন হবে বুজবি আল্লা কি করতে পারে নাস্তি কের বাচ্ছা সোন তোরে তো আমার আল্লা আরে মানুষ তো মরার সময় মাটি পায় আর তোর মৃত্যু এমন এহে শকুনে টেনে খাবে,0,religion
এমন বাঙালী ভিডিও করছে তা ও আবার একটু হ বাঙালী,0,crime
কি বালের গান এটা ইসস,1,entertainment
রোমান্টিক মুভি দেন,0,entertainment
দেওয়ানবাগী সালারে সামনে পাইলে সালমানের পায়খানা ইচ্ছা মতো খাওয়াইতাম।,1,religion
"খুব কস্ট দেয় ছবিটা,",0,entertainment
একটি বিরল প্রজাতির গাঁড়'ল তার পোঁদ খাটিয়ে পোঁদ ঘামিয়ে এই পোস্টটা তৈরি করেছেন। সবাই গাঁড়াই বাবুর পোঁদে চরি পোস্টে লাভ্রিয়েক্ট দিন।,1,celebrity
নাস্তিক হারমজাদারা,1,religion
হায় রে মানুষ দিনে দুপুরে পাব্লিক প্লেসে একটা মানুষকে কুপানো হচ্ছে আর বাকি সবাই দেখছে সবাই মিলে এগিয়ে আসলে কি করতে পারত ঐ কুত্তার বাচ্চা😠,1,crime
লিখিত বক্তব্য দেওয়ার জন্য বাদ্য করা হচ্ছে।,0,sports
লুইচ্ছা,0,sports
হাইস্যকর 🤣,0,crime
নাস্তিকের সাথে কোন কথা নয় তাদেরকে উচিৎ শিক্ষা দিতে হবে গজারী পেটা। এরা ইসলাম বিরোধী শয়তানের দোসর জাতির চিহ্নিত শত্রু এরা বিশ্বব্যাপী ট্রাম্প আর বুশ আর পৌত্তলিকদের অনুসারী। তাদের সাথে তর্ক বা বসা চলে না। জাহান্নামের লাড়কি এরা। অসভ্য নিকৃষ্ট জানোয়ার এইসব মোচওয়ালা চুলওয়ালী নাস্তিক কুকুর। তাদের উপর আল্লাহর লানত যারা ইসলাম রাসুল সাঃ ও আলেমদের উপর বিষোদগার করে। দুনিয়াতে মৃত্যুর সময় এবং মৃত্যুর পর পরই ওদের আল্লাহ তাআলার কঠিন শাস্তি আরোপিত হবে।,0,religion
এই মালা উনের বাচ্চা কে জিন্দা পোরা উচিত,1,politics
শালা তুই আবালকিছুই জানিস না তুইএই কাজের শাস্তি সর্বনিম্ন মাস আর সর্বোচ্চ বছর আজীবন না আবাল মাদারচোদ জানিস না কিছুই আবার ভিডিও বানাসমাদারচুদের বাচ্চা তুই একাই জানস আর তো কেউ জানে নাশালা বাইনচোদ এতো দিন পরে আসছস বলতে মনে হয় আর কেউ জানে নাখানকিরপোলা তুই আসলেই মানুষ হবি না,1,sports
দেখুন মানছি কিছু নামধারী পীর আছে যাহারা ভন্ডামি আর গান বাজনায় ব্যস্ত শাহস থাকলে বড় পীর আব্দুল ক্বাদীর জীলানী রঃ এর নামে কিছু কেহ বলে দেখাক সাহস থাকলে মইনুদ্দীন চীশতী হাসান সানজারী রঃ এর নামে কিছু বলে দেখাক।। শাহস থাকলে শাহ জালাল রঃ এর নামে কিছু বলে দেখাক। পারবে না কারন তাহারা আসলেই হক্কানী আল্লাহর ওলি ছিলেন। এখন কিছু বেয়াদব মওলভী আছে যাহারা এতটাই বেয়াদব যে ওয়াজ করতে এসে কোথায় কে কি করেছে সেই সমালচনা নিয়ে কথা বলে । আবার কিছু আছে পর্দার ওয়াজ খুব পছন্দ তাহারা ওয়াজ করতে গেলে এক বেপর্দা মহিলার  দেহের কোন কোন অংগ বের করে রাস্তায় বের হয় সেই অঙ্গ গুলোর বিবরন দেন। ভন্ড পীর দের যেমন যুতা পিটা করা উচিৎ একই ভাবে ভন্ড মওলানা দের ও জুতা পেটা করা উচিৎ,0,religion
ভাই তাহমিদ অমিত। টক শো বানান আপনার এই চ্যানেলে।,0,sports
ছবির উক্তিগুলা বাস্তব।<br />কোটা পদ্ধতির জন্য।<br />অনেক মেধাবী চাকরি পাচ্ছে না।,0,entertainment
তাকে বাঁচার জন্য দুটো গরম ডিম দিতে অনুরুধ করছি,0,crime
বালের টিম করছে সিলেটে।,1,sports
তুই শালা বক বক করস বেশি চুপ থাক হালার বাই,1,sports
ছুদা লওনের পরে কী ছারের কুনো দুশ নাই বেশ্যা মাগী🐴🐴🐴🐴🐴🐴,1,crime
সালারা শয়তান,1,religion
এমপি সাহেব ভিটামিনের গোডাউন পাইলেন,0,entertainment
সয়তান ডাঃ এই গুলি মেয়েরা মেয়েদের মধ্যে অালোচনা কর দরকার পারলে খুলে দেখা ডাঃ হারামি মেয়ে,1,"Meme, TikTok and others"
"ভালো লেগেছে তো আবার খারাপ লেগেছে একজনের সাথে প্র‍েম করে আরেক কথা সারা দেয়া কি ঠিক মেয়েরা কি এমনি কস্টা হয়া,,,হারে জীবন",0,entertainment
খানকি কয়শ বেটার সোনা মুখে লইয়া মুখ এত বড় করলি।,1,religion
বেশ কয়েকবার দেখেছি ছোটো বেলায়..<br />Bt আবার দেখব.. সেভ করে রাখলাম,0,entertainment
সাব্বিরের সমালচনা করেছেন জাহারা তাহাদের লজ্জা থাকা উচিৎ ছিলো<br />তাহারা দলের জন্য কিছুই করতে পারেন নাই,0,sports
এমন ছেলে কে কুপিয়ে হত্যা করা উচিত,1,"Meme, TikTok and others"
বিক্রিতি রুচি সারাদিন যে মাগী এই টেবিল ঐ টেবিল কাজ করে বেরাই তাদের সাথে বড় লেবেলের হয়ে কি করে পিউন এর সাথে শুই!ছিঃ! ডিসির বৌ এর জন্য খুব কষ্ট হচ্ছে। সেম প্রবলেম আমিও ফেস করেছি। আজি যেনো এমন স্বামী কে ডিভোর্স দেয়। আমি দূর করে দিয়েছি আমার জীবন থেকে এমন কিট কে।🤬😡,1,crime
খুশি হলাম জানোয়ারের বাচ্চাদের ফাঁসি হচ্ছে,1,crime
তোরে চোদার দরকার,1,sports
হে আল্লাহ তুমি তাকে হেদায়েত করুন।,0,religion
হেপি খুব ভাল চোদন দিছে,1,sports
এই শালীরাই বাংলাদের ফিল্ম জগতটা নস্ট করে গেছে ওদের আর এখন খাওয়া নাই,1,"Meme, TikTok and others"
জাজ গুলাই লেবেলে নাই তারা আবার অন্য জনকে জাজ করে । এর জাজ দের মত হইতে চায় শালার পুত সব গুলা নকলবাজ।,1,entertainment
বরিশাইল্লা টা কি করে হালা আসল খোর,1,sports
ভাই এইভাবে বসে বসে জাতীয় সংগীতের মিউজিক দিবেন না প্লিজ,0,sports
"আনেক ভুতের কাহিনি দেখছি ও শুনেছি,কিন্তু ভয় বা মজা পাইনি আফ্রিদি ।Ilove you so much afridi jan.😍😍😍😍😍😍😍😍😐😐😐😐",0,entertainment
প্রিয় বন্ধুরা বিয়ে করে দাম্পত্য জীবনে সুখী থাকতে হলে একটি উপদেশ মেনে চলুন উপদেশ টি ভালো লাগলে চ্যানেলটি সাবস্ক্রাইব করবেন,0,sports
আপনার সাহসিকতাকে স্যালুট,0,religion
আমার মনে হয় মিন্নি ভাবছিল এই ছেলেরা ওর জামাইকে কিছু উত্তম মধ্যম দিয়ে ছেড়ে দিবে কিন্তু এটা হয়তোবা ভাবেনি যে এই কুত্তাগুলা রিফাতরে খুনের মতলব আটছে,1,crime
আজ যদি তুমি রুখে দাড়াওকাল তুমি শেষ 😭 হ্যাঁ এটাই বাংলাদেশ 🇧🇩,0,sports
নায়কের জন্য ছবিটা পুরো দেখার ইচ্ছে হলো না,0,entertainment
কুকুরের থেকে ও নিকৃষ্ট,1,"Meme, TikTok and others"
রাসেলের জাদুর ব্যাটিং এ আমরা ফাইনালে। 🤭🤭👌👌👍👍👍👍💓❤❤💓💓,0,sports
অামার মতে বেতন অারো কমানোর উচিত খেলায় জিততে পারেনা অাবার মিসিল করে ওদের বাদ করে দেননতুন খেলোয়ার সংগ্রহ করেন,0,sports
এ কুত্তার বাচ্চাকে বিনা গোসলে কুকুরের মতো পুতে রাখতে হবে তাহলে আমরা মুসলমান শান্তি পাবো,1,religion
জুতা মারো 👠👠👠👡👡👡👞👞👞,0,religion
যে ভিডিও করেছে থাকে চাকরী দেওয়ার দরকার সে একটী ভালো কাজ করেছে ! দেশটাতে নোংরামিই ভরে গেছে,0,crime
আপনি দেওয়ানবাগী আর আতিকুল্লা এইসব ভন্ডদের সাথে এনায়েতুল্লাহ কে কিভাবে মিলালেন!!আর যাই হোক উনি ওদের কাতারে পড়েন না!,0,religion
মিন্নী মাগির ফাসি চাই মিন্নী খানকি সব যানে খানকিতে খুন করাইছে খানকির ফাসি চাই মিন্নী ছিলানের বাঁচার অধিকার নাই মিন্নী খানকির কারনে আরও অনেক মেয়েরা তার সামীর সাথে এমন করবে আপনাদের কাছে অনুরোধ যে মিন্নী খানকিরবিচার করার দরকার নাই ছিলানরে সরাসরি ফাসি চাই,1,crime
"এগুকা কোন বালও হয়না,,",0,entertainment
সানিতা এক টা মাগী,1,entertainment
এর বিচার কবে হবে,0,crime
উপসথাপিকা ঔ বদমাইশটাকে দূইটা লাথি মেরে মাথায় পরদা করতে বলুন,0,religion
"শুধু সাব্বির বেয়াদপ না পুরো ক্রিকেট টিমটাই বেয়াদব /বেত্তমিজ .....এই আস্তে , এটা আমার কথা না । এটা ভারতীয় মিডিয়ার কথা । সালার বাঙালি হয়ে বাঙালিকে গাইল্লাইতে ইচ্ছে করে । ভিডিওর শিরোনাম দেখে মনে হয় সানিয়া তাদের খালাম্মা লাগে !! সাব্বির সানিয়াকে কি বলেছে সেটা নিয়ে লাফাচ্ছে , সানিয়া সাব্বিরকে কিবলেছে সেটা বলতেছেন না কেন ?",1,sports
ঐ কুত্তার বাচ্চা এইটা কি বালের হাইলাইটস হয়ছে?,1,sports
লুচচা আর লুচচার সাথে কে বসে আছে ভাই,1,crime
আসলে বিচারক গুলো বেজন্মা,1,entertainment
খুব খারাপ লাগছে আমার একটা পছন্দের খেলোয়াড় ছিল।,0,sports
সুন্দর কথা ভাইয়া!! সহমত,0,entertainment
বিসিবির এরকম কুলাঙ্গার স্টপ যদি থাকে তাহলে বিসিবিতে এইটাই সম্ভব কারণ দর্শক অনেক কিছুই বলতে পারে মুশফিক আউট হয়েছে দর্শক বলতে পারে ভাই উপরে উপরের দিকে তাকান অন্যায় কি বলেছে বিসিবির,1,sports
তুমি কুলাংগার এর বাচ্চা কুলাঙ্গার এগুলা নিয়া এত দালালি করতেছিস কেন তুইও মনেহয় এধরনের লোক তোর ফ্যামিলির লোক জনও এরকমই হবে তা না হলে তোর এত চুলকানি কেন,1,crime
পপি দুধ অনেক বড় কি হলো,1,entertainment
এদের মত পুরুষ মহিলার কারনে জারজ সন্তানের অভাব হয়না,1,crime
"কোন মাদারচোদ পরিচালক, মাথা মুন্ডু কিছু নাই,",1,entertainment
বিয়ে দেওয়া হোক,0,crime
খুব ভাল লেগেছে,0,religion
পাগল কাকে বলে কত প্রকার এদের কে দেখলে বোঝা যায় হা হা হা,0,crime
এই শালা নোয়াখালাই বড় মাদার চোদ,1,politics
কুত্তার বাচ্চা ফেক ভিডিও বানাস কেন?এরা নুসরাত হত্যা মামলার আসামি?,1,crime
অনন্তো তুমি কেমন আর তুওমার পাশে মেয়েটা একদম মানায় না হাস্যকর মনে হয়,0,entertainment
আনকমন ছবি দেখলাম ভালোই লাগলো শাবনূর লাগিয়া খারাপ কষ্ট লাগলো!,0,entertainment
মনির সন্তানটির ডি এন এন টেস্ট করানো দরকার আমার মনে হয় সন্তানটি সিরাজুদ দোল্লার আপনারা কি মনে করেন ?,0,crime
নাছতীক,0,religion
মিডিয়া আরো লবন মরিচ দেয়।🇧🇩🔥,0,sports
এগুলা সব মিন্নি করেছে মিন্নির বুদ্ধিতে সব কিছু হয়েছে,0,crime
লুইচ্চা,0,entertainment
গ,0,crime
উপসসস..... লিরিক্স পুরাই কাপায় দিছে :o,0,entertainment
আচ্ছা সাব্বিরের permission ব্যাতিত আপনারা কিভাবে তার ফোন নম্বর স্কৃনে দেখালেন এটা কি অপরাধ না??!!,0,sports
এই পাপন এর কারনে বাংলাদেশ এগিয়ে জেতে পারচে না। হালা হারা মি পাপন,1,sports
খানকির পোলারে জুতা দিয়া পিডান দরকার মাদারচোদ ডিসি হইছে তো দালালী করে,1,crime
মাশাল্লাহ ব্রো আমার রিকোয়েস্ট রাখার জন্য অসংখ্য ধন্যবাদ শুভকামনা রইল প্রিয় আপনার জন্য,0,religion
"চোদনা, তরে নিয়ে মানুষ আড়ালে না.. প্রকাশ্যে হাসাহাসি করে",1,celebrity
নাটকটা সত্যিই চোখে পানি চলে আসে দেখলে ইউ টিউব এ দিলে আরো অনেক বার দেখতাম প্লিজইউ টিউবয়ে ছারেন,0,entertainment
সালা ভন্ড তাই ভন্টদের পককে,1,religion
সব ছেড়ে বড় চোর পাপন,0,sports
আসসালামুয়ালাইকুম। আসলে তো ডিসি কে ভালো মানুষের মতো মনে হচ্ছে। এই ডিসিকে নষ্ট করেছে এই সুন্দরী মেয়ে। দুঃখজনক হলেও সত্য মমকে আগুনের কাছে নেয়া হলে তা গলে যাবে। তাই আমাদের নারীসমাজকে পর্দায় আনতে হবে। তানাহলে হাজারো ডিসি এরকম মেয়ের চক্করে পড়ে নিজের ও দেশের মান সম্মান হারাবে। এব্যাপারে দেশের সরকারকে আমরা জানাবো আপনি কুরআনের আইন চালু করুন। তাতে দেশ ও দেশের মানুষ রক্ষা পাবে।,0,crime
দেওয়ানমাগী। 😂 দেওয়ানমাগী। 😂 দেওয়ানমাগী। 😂,1,religion
আওয়ামী লীগ ভোট চোর লীগ যুবলীগ ক্যাসিনো লীগ ছাত্রলীগ কুত্তালীগ,1,politics
পাসি দেয়া উচিত,0,crime
জোরে চোদা দাও।,1,entertainment
তাইলে দোষ কার মজা তো দুই জন ই পাইছো,0,crime
"চমৎকার,এভাবে যদি সচেতন হয়",0,entertainment
মাগির ছেলের আগুন দিয়ে মারা ইচিত কি বলেন ভাইরা সালা কুকুরির বাচা,1,"Meme, TikTok and others"
পাশের দেশ নোয়াখালীর কাউয়া কাদেরকে রাখেন দল থেকে পরিষ্কার করলে কাউয়া কাদের পাগল হয়ে যাবে সে যেন আরো কিছুদিন মাগীবাজী করতে পারে সেই সুযোগ দেন😃😃😃,1,politics
"হেতেড়ে জুতা মাড়া দরকার,,",1,entertainment
সোনার খেলাই আর দেখমু,0,sports
কোন কারন না খুজে যে ভাবে সমাধান হয়তাকরাই ভাল আমি মনে করি।দেশের জন্যও ভাল ক্রিকেটের জন্যও ভালো।,0,sports
মিন্নি কে শুদু শাস্তি নয় কঠিন শাস্তি দিতে হবে মিন্নি যে গেইমস খেলছে পুরো বাংলাদেশ কে বোকা বানিয়ে পেলছে নতুন বিডিও পকাশ না পেলে তো মিন্নি পার পেয়ে যেতো আমারা মাননীয় সরাষ্ট মন্তি ও পুলিশের কাছে আবেন করচি এই চরিএহিন বেশ্যা লম্পট মেয়ে মিন্নি কে দুর্ত গেরেপতার করে পাশির বেবস্তা করাহক,0,crime
এ বাস করে কতগুল মূর্খ । যারা দেওয়ান বাগির অন্ধ ভক্ত সালা বাইঞ্ছদ নিজেকে দাবি করে ।নাউজবিল্লাহ । আল্লাহ্‌ আমাদের ক্ষমা করুন । আমাদের হেদায়েত দান করুন ।,1,religion
কার কাছে এই মেয়েকে ময়ূরির মতো লাগে।,0,entertainment
তুমি বেছে থাক এলাকার পোলাপাইন তোমার আসা আছে,0,crime
সালারে পাবনা পাঠা কেও তারাতারি,1,"Meme, TikTok and others"
দেখলিই খেচতে মন হয়,1,"Meme, TikTok and others"
এ বিডিও টি দেখলে নিজের মনকে শান্তনা দেবার ভাষা থাকেনা। কতটা নিষ্ঠুর মানুষ হতে পারে এত গুলো মানুষ কি করে দাঁড়িয়ে দেখছে রিফাত কে কুপানো অতচয় তারা চাইলে সবাই মিলে একসাথে রিফাত কে বাঁচাতে পারত। তানা করে যে যার মতো বাচার চেষ্টা করল আর জানোয়ারের মতো তাকিয়ে রইল। একটু চেষ্টা করলে আজ অকালে মরতে হতোনা রিফাত কে। অনেক কষ্ট হয় রিফাতের জন্য চোখের পানি চলে আসে নিজের অজান্তে। আল্লাহ যেনো রিফাত কে জান্নাত বাসি করে।,0,crime
সানিতা তুমি ত পোলাপাইনের চোদা খাইতে খাইতে তোমার ভুদার অনের বড় কইরা ফেলাইছ তোমার দুধ ত অনেক বড় বড় হয়ে গেছে আমি তোমাকে চোদব কত টাকা লাগবে বলচোদে চোদে তোমার ভুদা রক্ত বের করব ওফ ওফ ওফ কি মজা,1,entertainment
যে আপলোড দিছে তার বুকের পাটা আছে এইটা মানতে হবে ।,0,crime
চোদমারানি তাহলে ত সব ছেলে মেয়েরা পার্কে গিয়ে চোদাচুদি করবে আইন ব্যবস্তার ত কোন দরকার নাই,1,crime
নুনু কেটে দে,1,crime
মানুষ টা ভালবেসে স্ত্রীর মুখে একটা সন্দেশ বা মিষ্টি মুখে দিয়েছে আর কুলাংজ্ঞার টা কি করলো আর বাবা মার খেয়েও অভিযোগ করতে চাচ্ছেনা আদরের সন্তানের বিরুদ্ধে আহারে সন্তান আহারে মানুষ,1,"Meme, TikTok and others"
সালমান শাহ্ র গাঁন দেন।,0,entertainment
মাদারচোদ যা নিজামীর সাথে পুটকি মারামারি করগা বাইঞ্চোদ,1,"Meme, TikTok and others"
সব গুলো জারজ আর পতিতা এর জনম,1,sports
রিফাতের স্ত্রী এই ঘটনায় যরিতো,0,crime
গঠনা টি দেখে জা বুজলাম মিন্নি ই হুকুম দারি আসামি,0,crime
এই কুত্তার গায়ের চামড়া তুলে ফেলতে হবে,1,"Meme, TikTok and others"
আল্লাহ তুমি এদের বিচার করুন,0,religion
ভাই আর ধৈর্য ধরতে পারছি না। হালারা কয় কী???,0,religion
জানো হঠাৎ করেই আমার মনে হয়<br />আমিকিছু হারিয়ে ফেলেছি<br />আমার অসম্ভব কিছু প্রিয়😢😢😢,0,entertainment
তুগো দালালের মাইরে চুদি,1,sports
টি দাবির মধ্যে সাকিব টি সত্য কথা বলাতে বি সি বি গায়ে বাধে! কথাটি হল ম্যাচ শুরু আগে ফলাফল হয়ে যায়! আমার মনে হয় সাকিব নয় আই সি সি বি সি বি প্রধান কে আজিবন নিষিদ্ধ করা দরকার? যদি জানতাম আই সি সির নাম্বার তাহলে কোটি বোটারের মতামত দিতাম।,0,sports
সব সত্যি ঘটনা। সালারে জুতা পিঠানো করা দরকার,1,crime
খানকিৱ বাচছা অপুঅকুল মাগিৱ বাচছা তোৱে আমাৱ সোনা টা তোৱ মোখে দিয়ে তাৱ পৱ আমিও বলবো তোৱে কিছু কৱি না,1,politics
আপনার ভিডিও এর জন্যে ধন্যবাদ,0,religion
"আমার দেখা প্রথম মুভি কেন হলো না &quot;মৃত্তিকার মায়া&quot; সেই আক্ষেপ কভু মুছঁবে না,,,।। ধন্যবাদ &quot;Bongo movies&quot;",0,entertainment
কুত্তার বাচ্চারে সরা,1,sports
কুত্তার বাচ্চা রা মদ খেয়ে লেগেছে,1,religion
প্রথম ভিউয়ার আমি,0,sports
অনেক ভালো লাগছে!!! কারণ রাফি হত্যার বিচার শুরু হয়ে গিয়েছে!!! আবার কান্নাও পাচ্ছে কারণ অনেকের ঘর সংসার ভেঙে তছমছ হয়ে গেলো!!! রাফি মারা গিয়েছে😪😪😪। আমরা সবাই তার জন্য মাগফিরাত কামনা করি!!! আসামিরাও মরবে😍😍😍। আমরা শীগ্রই তাদের ফাসির সংবাদ শুনতে চাই!!! কিন্তু এই অভাগিনী মা বোনেরা জীবনের বাকিটা সময় অসহায় ভাবে জীবন যাপন করবে!!!😪😪😪। তারা তো কোনো দোষ করেনি!!! সব কিছুর জন্য দায়ি ওই নংরা চখের কুলাংগার শয়তান নামমাত্র হুজুর!!! 😡😡😡,0,crime
ফাটাও সালা 🤣🤣🤣🤣,1,crime
শালারা মিননির দালাল,1,crime
"বাল শুনেছি তোমার আর -বলতে হবে না,",1,sports
ওই জানোয়ার টাকে ফাসি দেওয়া দরকার,1,"Meme, TikTok and others"
এই কুলা লংগার বাচ্চাকে উপযুক্ত সাজা দেওয়া হোক,1,crime
এক বিনোদনময় দেশ ।আহা আহা😄😄😄😄,0,crime
এ খানকির পুলা গান কই,1,sports
মিজানুর রহমান আমাদের দেশের গৌরব 💓🧡💛💚💚💙💙💜,0,religion
ওদের ফাসি চাই,0,crime
আসালামু আলাইকুম ভাইজান আপনার মাথাই টুপি কুথাই টুপিদিলে আরো ভালো লাগতু।,0,religion
